"restName"	"Address"	"Phone"	"webSite"	"openingDays"	"Takes_Reservations"	"Delivery"	"Take_out"	"Accepts_Credit_Cards"	"Accepts_Apple_Pay"	"Accepts_Android_Pay"	"Accepts_Bitcoin"	"Good_For"	"Parking"	"Bike_Parking"	"Good_for_Kids"	"Good_for_Groups"	"Attire"	"Ambience"	"Noise_Level"	"Alcohol"	"Outdoor_Seating"	"Wi_Fi"	"Has_TV"	"Good_for_Kids.1"	"Caters"	"Gender_Neutral_Restrooms"	"ContactPage"	"CustomerEmail"
"Saison"	"178 Townsend StSan Francisco, CA 94107"	"(415) 828-7990"	"http://saisonsf.com"	" Mon , Closed Tue , 5:30 pm - 9:30 pm Wed , 5:30 pm - 9:30 pm Thu , 5:30 pm - 9:30 pm Fri , 5:30 pm - 9:30 pm Sat , 5:30 pm - 9:30 pm Sun , Closed"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Dinner"	"Valet, Garage, Street"	"Yes"	"No"	"No"	"Dressy"	"Upscale"	"Average"	"Full Bar"	"No"	"No"	"No"	"No"	"No"	"Yes"	"https://twitter.com/saisonsf"	NA
"Sakesan Bistro"	"626 Clement StSan Francisco, CA 94118"	"(415) 800-2082"	"http://sakesansf.com"	" Mon , 4:00 pm - 12:00 am Tue , 4:00 pm - 12:00 am Wed , 4:00 pm - 12:00 am Thu , 4:00 pm - 12:00 am Fri , 4:00 pm - 12:00 am Sat , 4:00 pm - 12:00 am Sun , 4:00 pm - 12:00 am"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Trendy"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	"http://sakesansf.com"	NA
"Salumeria"	"3000 20th StSan Francisco, CA 94110"	"(415) 471-2998"	"http://salumeriasf.com"	" Mon , 11:00 am - 6:00 pm Tue , 11:00 am - 6:00 pm Wed , 11:00 am - 6:00 pm Thu , 11:00 am - 6:00 pm Fri , 11:00 am - 6:00 pm Sat , 10:00 am - 6:00 pm Sun , 10:00 am - 6:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	NA	"https://www.google.com/maps/place/Salumeria/@37.7592602,-122.4132552,17z/data=!4m13!1m7!3m6!1s0x808f7e373e45ab87:0x1c6a416ae278235f!2s3000+20th+St,+San+Francisco,+CA+94110!3b1!8m2!3d37.759256!4d-122.4110665!3m4!1s0x808f7e3716129917:0x49be5dc83a0d1a03!8m2!3d37.759256!4d-122.4110665"	NA
"Samovar Tea Lounge"	"730 Howard StYerba Buena GardensSan Francisco, CA 94103"	"(415) 227-9400"	"http://samovartea.com"	" Mon , 11:00 am - 7:30 pm Tue , 11:00 am - 7:30 pm Wed , 11:00 am - 7:30 pm Thu , 11:00 am - 7:30 pm Fri , 11:00 am - 7:30 pm Sat , 10:00 am - 8:00 pm Sun , 10:00 am - 8:00 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Lunch"	"Garage, Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"http://samovartea.com#"	NA
"Samovar Tea"	"411 Valencia StSan Francisco, CA 94103"	"(415) 553-6887"	"http://samovartea.com"	" Mon , 7:00 am - 8:00 pm Tue , 7:00 am - 8:00 pm Wed , 7:00 am - 8:00 pm Thu , 7:00 am - 8:00 pm Fri , 7:00 am - 8:00 pm Sat , 7:00 am - 8:00 pm Sun , 7:00 am - 8:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	"Yes"	"Breakfast"	"Street"	"Yes"	"No"	"No"	"Casual"	"Hipster, Trendy"	"Average"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"http://samovartea.com#"	NA
"San Francisco Wine & Cheese"	"141 Gough StSan Francisco, CA 94102"	"(415) 874-9133"	NA	" Mon , Closed Tue , 11:00 am - 7:00 pm Wed , 11:00 am - 7:00 pm Thu , 11:00 am - 7:00 pm Fri , 11:00 am - 7:00 pm Sat , 11:00 am - 7:00 pm Sun , Closed"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	NA	"No"	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Quiet"	"Beer & Wine Only"	"Yes"	"Free"	"Yes"	"Yes"	"Yes"	NA	NA	NA
"San Jalisco"	"901 S Van Ness AveSan Francisco, CA 94110"	"(415) 648-8383"	"http://m.sanjalisco.com/home.html"	" Mon , 8:00 am - 10:00 pm Tue , 8:00 am - 10:00 pm Wed , 8:00 am - 10:00 pm Thu , 8:00 am - 10:00 pm Fri , 8:00 am - 10:00 pm Sat , 8:00 am - 10:00 pm Sun , 8:00 am - 10:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Breakfast, Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"http://m.sanjalisco.com/home.htmlcontact-us.html"	NA
"San Pancho’s Tacos"	"491 Bayshore BlvdSan Francisco, CA 94124"	"(415) 275-1520"	NA	" Mon , 9:00 am - 5:00 pm Tue , 9:00 am - 5:00 pm Wed , 9:00 am - 5:00 pm Thu , 9:00 am - 5:00 pm Fri , 9:00 am - 5:00 pm Sat , 9:00 am - 5:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Divey"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	NA	NA	NA
"San Tung"	"1031 Irving StSan Francisco, CA 94122"	"(415) 242-0828"	NA	" Mon , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Tue , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Wed , Closed Thu , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Fri , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Sat , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Sun , 11:00 am - 3:00 pm5:00 pm - 9:30 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Loud"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Saru Sushi Bar"	"3856 24th StSan Francisco, CA 94114"	"(415) 400-4510"	"http://akaisarusf.com"	" Mon , Closed Tue , Closed Wed , 12:00 pm - 2:00 pm5:30 pm - 9:30 pm Thu , 12:00 pm - 2:00 pm5:30 pm - 9:30 pm Fri , 12:00 pm - 2:00 pm5:30 pm - 10:30 pm Sat , 12:00 pm - 2:00 pm5:30 pm - 10:30 pm Sun , 12:00 pm - 2:00 pm5:30 pm - 9:30 pm"	"No"	"No"	"No"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"No"	"No"	"No"	"Casual"	"Intimate"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"mailto:akaisarusf@gmail.com"	NA
"Sasaki"	"2400 Harrison StSan Francisco, CA 94110"	"(415) 828-1912"	"http://sasakisf.com"	" Mon , Closed Tue , 5:30 pm - 11:00 pm Wed , 5:30 pm - 11:00 pm Thu , 5:30 pm - 11:00 pm Fri , 5:30 pm - 11:00 pm Sat , 5:30 pm - 11:00 pm Sun , Closed"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"No"	"No"	"No"	"Casual"	"Intimate, Classy, Upscale"	"Quiet"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	"http://www.opentable.com/restaurant/profile/334540/reserve?rid=334540&restref=334540"	NA
"Saucy Asian"	"3801 17th StSan Francisco, CA 94114"	"(415) 834-5555"	NA	" Mon , 11:30 am - 3:00 pm5:00 pm - 9:00 pm Tue , 11:30 am - 3:00 pm5:00 pm - 9:00 pm Wed , 11:30 am - 3:00 pm5:00 pm - 9:00 pm Thu , 11:30 am - 3:00 pm5:00 pm - 9:00 pm Fri , 11:30 am - 3:00 pm5:00 pm - 9:30 pm Sat , 11:30 am - 3:00 pm5:00 pm - 9:30 pm Sun , 11:30 am - 3:00 pm5:00 pm - 9:00 pm"	"No"	"No"	"Yes"	"Yes"	NA	NA	"No"	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual, Trendy"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA
"Savor"	"3913 24th StSan Francisco, CA 94114"	"(415) 282-0344"	"http://savorrestaurant.com"	" Mon , 11:00 am - 9:00 pm Tue , Closed Wed , 11:00 am - 9:00 pm Thu , 11:00 am - 9:00 pm Fri , 11:00 am - 9:00 pm Sat , 8:00 am - 9:00 pm Sun , 8:00 am - 8:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Breakfast, Brunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"http://savorrestaurant.com"	NA
"Say Cheese"	"856 Cole StSan Francisco, CA 94117"	"(415) 665-5020"	"http://saycheesesf.com"	" Mon , 10:00 am - 7:00 pm Tue , 10:00 am - 7:00 pm Wed , 10:00 am - 7:00 pm Thu , 10:00 am - 7:00 pm Fri , 10:00 am - 7:00 pm Sat , 10:00 am - 7:00 pm Sun , 10:00 am - 5:00 pm"	NA	NA	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"http://saycheesesf.com"	NA
"Schmidt’s"	"2400 Folsom StSan Francisco, CA 94110"	"(415) 401-0200"	"http://schmidts-restaurant.com"	" Mon , 5:00 pm - 10:00 pm Tue , 5:00 pm - 10:00 pm Wed , 5:00 pm - 10:00 pm Thu , 5:00 pm - 10:00 pm Fri , 5:00 pm - 10:00 pm Sat , 10:00 am - 2:00 pm5:00 pm - 10:00 pm Sun , 10:00 am - 2:00 pm5:00 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"http://schmidts-restaurant.comtel:4154010200"	NA
"Scopo Divino"	"2800 California StSan Francisco, CA 94115"	"(415) 928-3728"	"http://scopodivino.com"	" Mon , 3:00 pm - 11:00 pm Tue , 3:00 pm - 11:00 pm Wed , 3:00 pm - 11:00 pm Thu , 3:00 pm - 11:00 pm Fri , 3:00 pm - 11:00 pm Sat , 11:00 am - 11:00 pm Sun , 11:00 am - 11:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	NA	"Brunch, Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Classy"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes"	"http://scopodivino.com"	NA
"Scullery"	"687 Geary StSan Francisco, CA 94102"	"(415) 440-4497"	"http://scullerysf.com"	" Mon , 7:30 am - 2:00 pm Tue , 7:30 am - 2:00 pm Wed , 7:30 am - 2:00 pm Thu , 7:30 am - 2:00 pm Fri , 7:30 am - 2:00 pm Sat , 8:00 am - 2:00 pm Sun , 8:00 am - 2:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Breakfast"	"Street"	"Yes"	"No"	"No"	"Casual"	"Casual, Trendy"	"Average"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	NA	"http://scullerysf.com/contact/"	NA
"Seakor Polish Delicatessen"	"5957 Geary BlvdSan Francisco, CA 94121"	"(415) 387-8660"	NA	" Mon , 10:00 am - 7:00 pm Tue , 10:00 am - 7:00 pm Wed , 10:00 am - 7:00 pm Thu , 10:00 am - 7:00 pm Fri , 10:00 am - 7:00 pm Sat , 10:00 am - 7:00 pm Sun , 2:00 pm - 7:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	NA	NA	NA
"Señor Sisig"	"San Francisco, CA 94104"	"(855) 747-4455"	"http://senorsisig.com"	" Mon , 11:00 am - 2:00 pm Tue , 11:00 am - 2:00 pm5:00 pm - 9:00 pm Wed , 11:00 am - 2:00 pm Thu , 11:00 am - 2:00 pm5:00 pm - 9:00 pm Fri , 11:00 am - 2:00 pm5:00 pm - 10:00 pm Sat , 11:00 am - 5:00 pm Sun , 11:00 am - 5:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	NA	"Lunch"	"Street, Private Lot"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	NA	"http://senorsisig.com#"	NA
"Seven Hills"	"1550 Hyde StSan Francisco, CA 94109"	"(415) 775-1550"	"http://sevenhillssf.com"	" Mon , 5:30 pm - 9:30 pm Tue , 5:30 pm - 9:30 pm Wed , 5:30 pm - 9:30 pm Thu , 5:30 pm - 9:30 pm Fri , 5:00 pm - 10:00 pm Sat , 5:00 pm - 10:00 pm Sun , 5:00 pm - 9:30 pm"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Dinner"	"Street"	"No"	"No"	"No"	"Casual"	"Intimate"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	NA	"http://sevenhillssf.comparking.html"	NA
"SF Kebab"	"550 16th StSan Francisco, CA 94158"	"(415) 255-2262"	"http://sfkebab.com"	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 9:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	NA	"Lunch, Dinner"	"Garage, Street, Validated"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual, Trendy"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"Yes"	"Yes"	"Yes"	"http://sfkebab.comcontact.php"	NA
"Shabu Club"	"951 Clement StSan Francisco, CA 94118"	"(415) 742-5265"	"http://shabuclubsf.com"	" Mon , 5:00 pm - 10:00 pm Tue , 5:00 pm - 10:00 pm Wed , 5:00 pm - 10:00 pm Thu , 5:00 pm - 10:00 pm Fri , 5:00 pm - 10:30 pm Sat , 5:00 pm - 10:30 pm Sun , 5:00 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Loud"	"Beer & Wine Only"	"No"	"No"	"Yes"	"Yes"	"No"	NA	"http://shabuclubsf.comcontact.html"	"mailto:info@shabuclubsf.com"
"Sheba Piano Lounge"	"1419 Fillmore StSan Francisco, CA 94115"	"(415) 440-7414"	"http://shebapianolounge.com"	" Mon , 5:00 pm - 1:00 am Tue , 5:00 pm - 1:00 am Wed , 5:00 pm - 1:00 am Thu , 5:00 pm - 1:00 am Fri , 5:00 pm - 1:00 am Sat , 5:00 pm - 1:00 am Sun , 5:00 pm - 1:00 am"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Garage, Street"	"Yes"	"No"	"Yes"	"Casual"	"Romantic"	"Average"	"Full Bar"	"Yes"	"Free"	"Yes"	"No"	"Yes"	NA	"http://www.yelp.com/biz/sheba-piano-lounge-san-francisco"	NA
"Shizen Vegan Sushi Bar & Izakaya"	"370 14th StSan Francisco, CA 94103"	"(415) 678-5767"	NA	" Mon , 5:00 pm - 10:00 pm Tue , 5:00 pm - 10:00 pm Wed , 5:00 pm - 10:00 pm Thu , 5:00 pm - 10:00 pm Fri , 5:00 pm - 10:30 pm Sat , 5:00 pm - 10:30 pm Sun , 5:00 pm - 10:00 pm"	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	NA	NA
"Shufat Market"	"3807 24th StSan Francisco, CA 94114"	"(415) 826-6207"	NA	NA	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	NA	"Quiet"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Siam Lotus Thai Cuisine"	"1705 Haight StSan Francisco, CA 94117"	"(415) 933-8031"	"http://siamlotussf.com"	" Mon , 12:00 pm - 4:00 pm5:00 pm - 9:00 pm Tue , Closed Wed , 5:00 pm - 9:00 pm Thu , 12:00 pm - 4:00 pm5:00 pm - 9:00 pm Fri , 12:00 pm - 4:00 pm5:00 pm - 9:30 pm Sat , 12:00 pm - 9:30 pm Sun , 12:00 pm - 9:00 pm"	"Yes"	"No"	"Yes"	"Yes"	NA	NA	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"http://siamlotussf.comtel:4159338031"	NA
"Sing Sing Sandwich Shop"	"309 Hyde StSan Francisco, CA 94109"	"(415) 885-5159"	NA	" Mon , 8:00 am - 4:00 pm Tue , 8:00 am - 4:00 pm Wed , 8:00 am - 4:00 pm Thu , 8:00 am - 4:00 pm Fri , 8:00 am - 4:00 pm Sat , 8:00 am - 4:00 pm Sun , 8:00 am - 4:00 pm"	"No"	"No"	"Yes"	"No"	"No"	NA	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Divey"	"Average"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA
"Skool"	"1725 Alameda StSan Francisco, CA 94103"	"(415) 255-8800"	"http://skoolsf.com"	" Mon , 11:30 am - 2:30 pm5:00 pm - 9:00 pm Tue , 11:30 am - 2:30 pm5:00 pm - 10:00 pm Wed , 11:30 am - 2:30 pm5:00 pm - 10:00 pm Thu , 11:30 am - 2:30 pm5:00 pm - 10:00 pm Fri , 11:30 am - 2:30 pm5:00 pm - 10:00 pm Sat , 11:00 am - 3:00 pm5:00 pm - 10:00 pm Sun , 11:00 am - 3:00 pm5:00 pm - 9:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"Yes"	"Free"	"No"	"No"	"Yes"	"Yes"	"http://skoolsf.com/contact.html"	"mailto:Skoolsf@gmail.com"
"Slice House By Tony Gemignani"	"1535 Haight StSan Francisco, CA 94117"	"(415) 552-2520"	"http://slicehousehaight.com"	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 11:00 pm Sat , 11:00 am - 11:00 pm Sun , 11:00 am - 10:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	NA	"http://slicehousehaight.comhomepage.html"	NA
"Sociale"	"3665 Sacramento StSan Francisco, CA 94118"	"(415) 921-3200"	"http://sfsociale.com"	" Mon , 5:30 pm - 10:00 pm Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , Closed"	"Yes"	"No"	"No"	"Yes"	NA	NA	NA	NA	"Street"	"No"	"No"	"Yes"	"Casual"	"Intimate, Romantic"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"http://sfsociale.com/contact/"	NA
"Sofia Cafe"	"3463 16th StSan Francisco, CA 94114"	"(415) 800-8413"	NA	" Mon , 8:00 am - 4:00 pm Tue , 8:00 am - 4:00 pm Wed , 8:00 am - 4:00 pm Thu , 8:00 am - 4:00 pm Fri , 8:00 am - 4:00 pm Sat , 8:00 am - 4:00 pm Sun , 8:00 am - 4:00 pm"	"Yes"	"Yes"	"Yes"	"Yes"	NA	NA	NA	"Brunch, Lunch"	NA	"Yes"	"Yes"	"Yes"	"Casual"	NA	"Quiet"	"Beer & Wine Only"	"Yes"	"Paid"	"No"	"Yes"	NA	"Yes"	NA	NA
"SOMA Eats"	"186 2nd StSan Francisco, CA 94105"	"(415) 543-7662"	"http://somaeatssf.com"	" Mon , 7:00 am - 10:00 pm Tue , 7:00 am - 10:00 pm Wed , 7:00 am - 10:00 pm Thu , 7:00 am - 10:00 pm Fri , 7:00 am - 10:00 pm Sat , Closed Sun , Closed"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Lunch"	"Street"	"No"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"http://somaeatssf.com#contact"	"mailto:info@SOMAeatssf.com"
"Sons & Daughters"	"708 Bush StSan Francisco, CA 94108"	"(415) 391-8311"	"http://sonsanddaughterssf.com"	" Mon , Closed Tue , Closed Wed , 5:00 pm - 9:30 pm Thu , 5:00 pm - 9:30 pm Fri , 5:00 pm - 9:30 pm Sat , 5:00 pm - 9:30 pm Sun , 5:00 pm - 9:30 pm"	"Yes"	"No"	"No"	"Yes"	NA	NA	NA	NA	"Street"	"No"	"No"	"No"	"Casual"	"Intimate"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	"http://sonsanddaughterssf.com/about/"	NA
"Sophie’s Crepes"	"1581 Webster StSan Francisco, CA 94115"	"(415) 929-7732"	NA	" Mon , Closed Tue , 11:00 am - 9:00 pm Wed , 11:00 am - 9:00 pm Thu , 11:00 am - 9:00 pm Fri , 12:00 pm - 10:00 pm Sat , 12:00 pm - 10:00 pm Sun , 11:00 am - 9:00 pm"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	"Dessert"	"Garage, Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Sorrel"	"945 Valencia StSan Francisco, CA 94107"	"(303) 931-2870"	"http://sorrelrestaurant.com"	" Mon , Closed Tue , Closed Wed , Closed Thu , Closed Fri , 6:00 pm - 10:00 pm Sat , 6:00 pm - 10:00 pm Sun , 6:00 pm - 10:00 pm"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	NA	NA	"Street"	"No"	"No"	"Yes"	"Casual"	NA	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"http://sorrelrestaurant.com/contact"	NA
"SO"	"1010 Bryant StSan Francisco, CA 94103"	"(415) 552-7676"	NA	" Mon , 11:00 am - 9:00 pm Tue , 11:00 am - 9:00 pm Wed , 11:00 am - 2:30 pm Thu , 11:00 am - 9:00 pm Fri , 11:00 am - 9:00 pm Sat , 4:00 pm - 9:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch, Dinner"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Sotto Mare"	"552 Green StSan Francisco, CA 94133"	"(415) 398-3181"	"http://sottomaresf.com"	" Mon , 11:00 am - 9:30 pm Tue , 11:00 am - 9:30 pm Wed , 11:00 am - 9:30 pm Thu , 11:00 am - 9:30 pm Fri , 11:00 am - 9:30 pm Sat , 11:00 am - 9:30 pm Sun , Closed"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"No"	NA	"http://sottomaresf.comcontact.html"	NA
"Soul Groove"	"655 Ellis StSan Francisco, CA 94102"	"(415) 734-7598"	"http://chickenandwafflesandwich.com"	" Mon , 10:00 am - 10:00 pm Tue , 10:00 am - 10:00 pm Wed , 10:00 am - 10:00 pm Thu , 10:00 am - 10:00 pm Fri , 10:00 am - 10:00 pm Sat , 10:00 am - 10:00 pm Sun , 10:00 am - 6:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"Free"	"No"	"Yes"	"Yes"	NA	"http://chickenandwafflesandwich.com/contact-us/"	NA
"Southern Comfort Kitchen"	"San Francisco, CA 94102"	"(510) 549-6155"	"http://southerncomfortkitchen.net"	NA	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	"Lunch"	NA	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	NA	"http://southerncomfortkitchen.net"	NA
"Souvla"	"517 Hayes StSan Francisco, CA 94102"	"(415) 400-5458"	"http://souvlasf.com"	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 10:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"Yes"	"No"	"Yes"	"http://www.getbento.com/?utm_source=footer&utm_campaign=Souvla"	NA
"Souvla"	"531 Divisadero StSan Francisco, CA 94117"	"(415) 400-5458"	"http://souvlasf.com"	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 10:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	NA	NA	"Lunch, Dessert"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual, Trendy"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"http://www.getbento.com/?utm_source=footer&utm_campaign=Souvla"	NA
"Souvla"	"758 Valencia StSan Francisco, CA 94110"	"(415) 400-5458"	"http://souvlasf.com"	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 10:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://www.getbento.com/?utm_source=footer&utm_campaign=Souvla"	NA
